-19.0058	0.954962	0.644361
-18.5282	0.968002	0.629962
-19.4023	0.97813	0.643008
-20.3722	0.98481	0.593756
-21.4416	0.996696	0.608426
-21.1509	0.997798	0.688425
-22.1875	0.99818	0.716133
-21.7948	0.997999	0.706798
-20.5052	0.998059	0.706283
-20.2517	0.997929	0.698764
-21.1354	0.996794	0.7101
-21.6962	0.996335	0.723214
-22.779	0.995252	0.728733
-24.391	0.993338	0.726997
-25.2686	0.992854	0.710052
-25.5395	0.996034	0.689824
-24.7709	0.995905	0.690055
-23.8785	0.992739	0.642232
-30.2696	0.965911	0.511146
-37.7936	0.812554	0.291841
-38.3984	0.818788	0.416014
-43.1553	0.353267	0.275155
-46.9857	0.280863	0.263755
-48.6512	0.62283	0.384536
-43.5682	0.926114	0.252068
-29.5861	0.984266	0.310295
-31.7214	0.975485	0.259731
-31.2948	0.957547	0.316629
-32.2186	0.959597	0.503294
-36.899	0.94967	0.490918
-36.7094	0.894852	0.718366
-41.7089	0.941993	0.434118
-46.7365	0.923367	0.344663
-52.6907	0.840394	0.416549
-80.6197	0.67271	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-52.9185	0.987787	0.437034
-28.6795	0.997779	0.491302
-24.9351	0.997635	0.684983
-25.7818	0.997248	0.707889
-24.0991	0.997601	0.687092
-20.547	0.998262	0.666946
-19.5032	0.995471	0.674465
-17.7477	0.973193	0.57839
-19.0626	0.951231	0.521319
-19.5569	0.949032	0.627801
-19.7427	0.928467	0.598379
-19.5326	0.920993	0.595901
-19.3304	0.903038	0.609365
-19.5666	0.915279	0.625542
-19.6694	0.921899	0.650419
-18.944	0.93479	0.630709
-18.7613	0.950891	0.617852
-18.1219	0.961233	0.593815
-18.8264	0.985385	0.573094
-20.7138	0.995256	0.61495
-21.4549	0.996009	0.621563
-23.014	0.996542	0.642502
-23.1504	0.995073	0.655804
-22.8275	0.983948	0.653529
-23.4471	0.945434	0.655109
-22.307	0.975083	0.724472
-18.9888	0.986314	0.740049
-20.0323	0.984722	0.803609
-16.6414	0.987625	0.77951
-15.6136	0.984693	0.787584
-15.5496	0.986902	0.814303
-15.4311	0.984647	0.826204
-15.5614	0.992955	0.838836
-16.2459	0.996024	0.836262
-19.2834	0.996456	0.830622
-24.4915	0.996011	0.845532
-28.5003	0.994063	0.835306
-31.285	0.989635	0.822468
-33.156	0.987154	0.794876
-36.5997	0.980582	0.810646
-40.8087	0.969883	0.693558
-45.3362	0.953902	0.775817
-45.0534	0.960719	0.758265
-48.3628	0.941723	0.7088
-50.5491	0.960866	0.692773
-55.9102	0.875375	0.661649
-62.2905	0.219997	0.249391
-56.7251	0.708008	0.520073
-68.2752	0.611964	0.411763
-100	0	0
-48.0695	0.84425	0.834962
-54.3964	0.817803	0.868425
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-53.5466	0.954497	0.516101
-38.1819	0.957741	0.71743
-44.5163	0.971765	0.350492
-26.7967	0.99529	0.500866
-23.3098	0.992655	0.707683
-22.274	0.989107	0.721415
-21.9159	0.991594	0.713462
-21.3884	0.99332	0.703343
-20.9585	0.994737	0.681859
-20.6684	0.996742	0.693468
-21.1184	0.997502	0.696868
-22.2688	0.998108	0.679758
-23.2775	0.996538	0.698068
-21.0096	0.984058	0.665884
-17.8105	0.963657	0.597114
-19.6168	0.930576	0.678069
-19.9491	0.885733	0.670599
-20.3466	0.863824	0.680488
-20.9869	0.843446	0.699125
-20.3916	0.858396	0.70049
-20.066	0.898025	0.68466
-21.2585	0.947287	0.461162
-23.9588	0.992061	0.648925
-26.7186	0.963071	0.405895
-26.1127	0.934103	0.488537
-24.0302	0.971586	0.592939
-23.7103	0.982258	0.372648
-27.3209	0.989919	0.324517
-31.7724	0.994597	0.323899
-33.1712	0.992709	0.595155
-35.0997	0.995506	0.58961
-41.7492	0.981547	0.317229
-44.0597	0.98303	0.366019
-55.5201	0.939524	0.347548
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-75.0488	0.95592	0
-35.4792	0.997536	0.449317
-28.6446	0.99799	0.698663
-26.7909	0.998009	0.713525
-23.3575	0.962971	0.646376
-19.8908	0.892666	0.678641
-20.1636	0.875544	0.714734
-20.5547	0.865059	0.734239
-20.8007	0.864239	0.72223
-21.5615	0.863554	0.675001
-20.0781	0.881297	0.708815
-17.8948	0.936123	0.712322
-16.8929	0.939601	0.744552
-18.374	0.936656	0.757025
-20.9919	0.979238	0.752187
-22.0627	0.990175	0.744412
-23.6513	0.99188	0.773929
-23.8194	0.992792	0.760992
-22.6447	0.983437	0.78061
-19.2096	0.975066	0.778234
-18.4974	0.963517	0.759209
-19.8757	0.92408	0.791479
-19.7895	0.904335	0.811727
-20.01	0.903158	0.821618
-19.8236	0.907814	0.81901
-19.6505	0.910907	0.821757
-19.8672	0.91151	0.823517
-19.8961	0.907163	0.754943
-20.3239	0.913439	0.563135
-22.8605	0.921563	0.377061
-30.618	0.957856	0.499995
-34.9186	0.955526	0.36262
-37.078	0.955482	0.561369
-39.0963	0.970178	0.715695
-45.3153	0.962572	0.488206
-53.2526	0.882543	0.2743
-52.9543	0.920482	0.420633
-58.6231	0.885534	0.608254
-69.6164	0.851974	0.157615
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-79.593	0	0.300033
-69.405	0	0.338051
-44.4108	0.565455	0.702817
-28.4069	0.938525	0.429819
-24.4946	0.956778	0.656402
-23.4938	0.97166	0.671695
-22.4327	0.968445	0.696978
-21.6068	0.98411	0.689092
-21.1784	0.985679	0.688654
-21.6014	0.989453	0.649568
-24.5502	0.997428	0.64657
-27.0796	0.994765	0.633
-30.066	0.99505	0.618559
-28.2722	0.981103	0.605178
-26.901	0.980721	0.603831
-27.3772	0.985609	0.306821
-30.4968	0.990809	0.318513
-36.9592	0.993861	0.50868
-37.0404	0.995133	0.392152
-36.9381	0.994268	0.529681
-41.6152	0.992049	0.567397
-41.2874	0.990552	0.554362
-37.7207	0.994947	0.512868
-52.1813	0.920898	0.269298
-55.3655	0.819556	0.33166
-64.3569	0.874658	0.145391
-100	0	0
-100	0	0
-100	0	0
-64.4241	0.155294	0.200668
-55.7296	0.201418	0.379023
-41.7308	0.382655	0.726642
-40.4678	0.318781	0.626963
-45.2973	0.199231	0.447742
-48.8812	0.0231158	0.293806
-45.6962	0.0570359	0.437744
-40.7506	0.0783102	0.446731
-38.2167	0.0914751	0.564967
-38.7901	-0.082607	0.378523
-37.747	0.0775882	0.368692
-40.5229	0.114326	0.618497
-42.8951	0.558411	0.475945
-31.6214	0.976027	0.207122
-25.0915	0.964534	0.560552
-24.5953	0.962154	0.648457
-24.09	0.966252	0.676925
-24.1578	0.971631	0.677474
-24.9319	0.970575	0.703203
-27.8944	0.97592	0.702666
-32.5981	0.983954	0.663079
-38.6074	0.97555	0.675124
-43.0061	0.949922	0.604372
-45.1709	0.858265	0.598044
-46.9159	0.864696	0.531626
-50.7191	0.811778	0.406712
-54.1729	0.617925	0.256129
-52.0677	0.708336	0.297663
-50.4103	0.81793	0.268148
-30.1654	0.995492	0.59579
-28.4138	0.99208	0.759287
-26.7229	0.988178	0.731581
-25.0099	0.975041	0.747066
-22.1396	0.960723	0.708324
-22.3981	0.95845	0.731661
-23.1919	0.934079	0.730166
-24.1391	0.944375	0.755171
-25.3428	0.967601	0.771818
-26.5821	0.975563	0.72777
-33.3548	0.973865	0.452389
-36.3736	0.955691	0.494204
-38.5422	0.963181	0.511066
-42.4865	0.963093	0.477708
-43.1001	0.979808	0.486708
-52.6852	0.906236	0.504075
-57.0982	0.824425	0.256055
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-50.1411	0.98635	0.467542
-43.7064	0.993451	0.712593
-43.152	0.994621	0.668221
-50.5315	0.96044	0.485225
-39.4213	0.969486	0.396118
-29.8641	0.982289	0.390423
-26.46	0.969365	0.646952
-24.4083	0.966888	0.679561
-24.3605	0.969053	0.701775
-23.3804	0.943922	0.634074
-21.6248	0.961578	0.701841
-21.0081	0.966216	0.689093
-20.9883	0.959943	0.706237
-20.7531	0.948865	0.684756
-20.4952	0.943964	0.692369
-20.595	0.976104	0.689088
-21.5763	0.99087	0.673304
-23.3834	0.99557	0.651775
-24.6881	0.997668	0.669794
-25.2231	0.996597	0.656238
-25.2002	0.994177	0.648316
-26.3147	0.994983	0.605626
-26.8932	0.986214	0.621748
-30.2879	0.970476	0.61477
-33.4205	0.948272	0.56599
-37.2646	0.847505	0.440536
-37.4464	0.889347	0.505031
-36.5949	0.962316	0.539468
-39.4501	0.885802	0.460398
-47.1065	0.812108	0.29997
-48.8428	0.748777	0.406755
-49.8194	0.884904	0.186616
-55.0314	0.829006	0.244909
-73.6657	0.719207	0.179259
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
